,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
STK24,0.5858897,-0.21117531,0.40545708,-0.33752245,0.55823815,1.2476157,2.482971,-1.524492,-0.46483174,0.5941848,-0.36174226,0.11512148,2.2199178,-0.0004876055,-1.1569699,1.2265134
STK26,0.6988439,-1.5357352,0.5649421,0.32297137,-0.08145278,1.1740092,1.218641,-0.56666493,-0.2156866,0.047254667,-0.37836802,-0.3826197,0.16238277,0.5890805,-0.0013910577,0.3738052
LATS1,1.1346276,-0.81776285,-1.7201684,-1.1449116,2.9225757,0.06060647,2.704648,0.96963006,-0.98584974,-0.12952565,-0.0069479784,1.6604594,-0.500047,0.008767618,-1.0749077,0.72340894
LATS2,0.5472551,0.80279005,-0.08906113,-0.8982246,0.4956906,1.4088056,1.6304107,1.5578625,-0.049490675,-1.6192805,-0.14970699,0.3012225,0.25177747,1.1598626,0.5432082,0.7659568
MAP4K4,1.8095711,0.23789527,-1.1395351,0.5738074,-0.615573,1.5009209,1.8550082,-0.25440323,-0.03894075,-0.9080626,-0.87223816,-0.758362,1.6356269,-0.2867006,-0.5067913,0.6241217
STK38L,0.009116988,0.25736603,-0.8192805,1.5636077,0.8275145,0.8573442,0.7962113,-0.56591797,0.5192355,0.39090285,-1.1966605,-1.0433558,1.2288924,-1.5942585,-0.5593488,-0.2971283
CLK3,1.0947886,0.30358982,0.19862114,0.34503484,0.9457832,0.8598351,1.4305834,-0.05346029,-0.5221765,0.6261442,0.3200143,-0.4592282,1.5140451,-0.91172266,-0.7570453,0.49712485
PRKACA,0.63000154,1.4164405,0.56634307,0.1823383,1.3315897,-0.013633401,1.3415468,2.002954,1.5004143,-0.0033216164,-0.13551456,-0.91580224,-2.2365081,-0.43959376,-0.61448205,0.22759654
PRKX,0.50791484,1.030887,0.27483267,-0.34483775,0.52405876,0.4860333,1.3808143,0.36019364,0.095223516,0.07632772,-0.626231,-1.478033,-0.6358211,0.37249577,-0.124859266,-0.16994739
CAMK4,-0.20413752,-0.2903116,1.2294943,0.09579296,0.3192813,0.29212797,0.69297945,0.219227,0.6027567,-0.25614077,-0.1771456,-0.82418513,0.48458877,-0.4707766,-0.1987922,0.30008182
SIK2,0.542708,1.0135849,0.31254554,-0.47731856,0.43558076,0.4927616,1.3804878,0.29820994,0.12583168,0.067698464,-0.6772695,-1.5293622,-0.5497341,0.2755434,-0.14300005,-0.08406259
PHKG2,0.46924022,2.1178312,-0.15481338,-0.1593928,0.43233874,1.0476186,1.7845821,0.647301,1.8614103,-1.1628826,-1.1032706,-1.9590405,0.57106805,0.5515602,-0.5195884,-0.05307356
DYRK1B,0.52492744,1.0938126,0.2005391,-0.5156413,0.4446463,0.4514362,1.3360579,0.28880683,0.040034022,0.034966104,-0.57035494,-1.4626087,-0.4477755,0.35303187,0.001175893,-0.11134446
DYRK1A,0.3871607,0.17518266,0.1317707,-0.6437029,0.066554874,1.2103801,1.2334113,0.57591087,-1.0669225,0.38859898,-1.7905443,-1.4327124,-0.4457446,-0.5665473,0.51731724,-0.73128915
ULK1,0.57022095,0.96886724,0.2503833,-0.448451,0.40456063,0.508699,1.3143159,0.20171861,0.1294172,0.083898135,-0.6015125,-1.3571295,-0.47371116,0.26487425,-0.14411213,-0.00015448054
ULK2,0.53781,1.0016931,0.15321115,-0.42985612,0.48620078,0.5819683,1.3424709,0.17789412,0.13406034,0.1305966,-0.5178423,-1.5375725,-0.6284342,0.2803044,-0.15519698,-0.12699004
RET,0.45757437,0.43962607,-0.2771475,0.04597268,1.4905584,0.8239824,0.55959344,-0.08365091,-0.58213687,0.3940629,-0.035502307,-2.0649335,-0.24444076,0.43575257,0.19884273,0.12959534
PRKCE,-0.50638944,-0.38225883,0.84801245,0.86922735,-0.09252557,0.47997323,1.0321106,0.5598221,0.38675666,-0.087279886,-0.0038754465,-1.0194051,0.57559204,-1.1040891,-0.3002306,0.08992208
PKN3,-0.64084494,-0.40656063,0.4309964,-0.082037374,0.60612375,-0.2002616,0.85027915,0.51920605,0.13675947,-0.056096707,-0.26824167,-0.7411667,-0.16442035,-1.0864558,0.23065092,0.19074677
RPS6KA3,0.25502264,-0.70734596,-0.31741136,-0.084285334,1.0864686,0.6577787,-0.25783446,1.07707,-0.117146246,-0.46269113,-1.2113354,-1.1545233,0.15745927,-0.8643078,0.003900392,0.25521457
RPS6KA6,-1.1381888,-0.9062884,0.3766304,-1.1470046,0.7483046,-0.53845704,1.4078434,0.71725595,-0.57977545,-0.8051937,-0.7890975,-1.9978688,-0.3792139,-0.3365617,-0.33086768,0.6513281
SGK2,-0.25926244,-0.27405939,0.54912907,-0.2973005,1.0023775,0.30500138,1.1781118,0.01954578,-0.43745458,0.5865922,0.2825101,-0.8249128,-0.642151,-1.4904438,0.6536743,0.36536962
SGK3,-0.69880724,-0.8662075,0.05111392,-0.64109284,0.3764277,-0.7424192,1.5523584,0.57677895,-0.4912385,-0.43644387,-0.19099012,-1.1862864,0.20003952,-1.1096718,0.7902607,-0.16440092
STK32C,-0.45756778,-0.4570814,1.1495814,0.35917366,0.32734725,0.2690259,1.1680918,0.19786379,0.78172785,0.36070216,-0.033215936,-0.64994806,0.48382172,-0.9423378,-0.46476787,-0.29016238
STK32B,-0.32527545,-0.37734917,0.41868362,-0.14896844,0.50724083,-0.2235157,0.9140191,0.35331488,0.23490112,0.11799143,-0.34344402,-0.7179877,-0.120596275,-1.2270182,0.22025993,0.23992383
STK32A,-0.5425363,-0.47638774,0.5589933,-0.114748314,0.54698664,-0.24450324,1.0098825,0.46120417,0.28302056,0.12037149,-0.30146337,-0.9227413,-0.18235928,-1.3905747,0.17786302,0.3337606
PTK2B,0.22720987,-0.79267776,0.794616,0.51443446,0.45064893,0.06625104,1.216818,0.4250549,0.3211354,-0.42185023,-1.5394974,0.48955315,-0.06630173,-0.6395979,-0.20715907,0.44586965
MAP3K7,-0.021918055,0.9745224,-0.014495753,0.67806816,2.093572,-1.1103601,0.9948844,0.616802,0.3753422,-0.14496766,0.07068068,-1.3796091,0.42329228,-1.0518589,1.42044,1.3962325
PRKCA,0.4800904,0.14376491,0.6644017,1.3758507,1.4407429,0.3501034,0.9392636,-0.5423824,-0.043770768,-0.053588487,-0.3932311,0.16698267,-0.23496734,-1.6249175,-0.9239312,0.15980025
RPS6KA2,-0.19000997,-0.56556183,1.072103,-0.07837899,0.31300184,0.4774237,0.93511146,0.06365811,0.7271262,0.13804477,0.034308065,-1.0081978,0.023689361,-0.78881615,-0.377665,-0.08505131
PRKD1,0.0022198134,-0.13137688,-0.24076769,0.63894945,0.1792687,0.27803484,1.6879581,-0.47195083,-0.42500782,-0.7732124,-0.21179,0.04408764,1.5142819,-1.691069,-0.14239527,-0.061264317
PRKD2,1.1107504,0.053887747,0.4946947,0.36862656,0.4752546,2.1058135,-0.03918037,1.406694,-0.7237686,-0.4606479,0.39620876,-0.20535207,1.059986,-0.525643,0.012045327,0.24220575
ARAF,-1.0428249,-0.8983433,0.011374261,0.7533677,0.88572454,0.7866247,0.7860586,1.0658864,-0.48549917,-0.31830996,-1.1509757,-0.110884815,-0.39260247,-2.1267738,0.11502585,-0.8346094
RIPK4,-0.13027753,-0.6607317,0.54896253,0.13902153,0.13503833,1.1555378,0.8940889,0.29325646,0.13668159,-0.23702526,-0.6164722,0.097034894,-0.43873924,-0.78882474,-0.06258405,-0.1519892
BMPR2,-0.33833763,-0.27123797,1.0948031,0.31308526,0.1895552,0.33696127,1.2310771,0.17972578,0.70670056,0.13615339,0.13952112,-0.6025159,0.24200326,-0.62503767,-0.5007015,-0.3684524
TTBK1,-0.92149013,-0.115442604,0.65861964,0.1759118,-0.01746893,0.36210632,1.226603,0.42462912,0.39644778,0.18522154,-0.04267412,-0.6623895,0.6238827,-0.88059354,-0.18825454,-0.496671
RNASEL,0.24215694,-0.19822432,-0.6692123,0.6533205,0.019704003,1.5786452,1.2950407,0.5315136,-0.3037687,-1.0143988,-0.80915064,0.5817395,0.54789686,-0.58335,0.65890527,-0.15457831
MYLK4,-0.16403338,-0.21371834,0.78284186,0.16141959,0.27105394,-0.16322905,1.0081792,0.6178076,0.53417754,-0.1364451,-0.0031681005,-0.62962574,0.81090486,-0.7214136,-0.07782975,-0.43066376
TYK2,0.09772903,-0.64909124,1.2877872,0.5755183,0.9585286,-0.17844631,0.57250196,1.0482243,0.5207687,-1.2114985,-0.48179087,-0.016849026,0.7433435,-0.84076315,-0.4828357,0.72781575
RPS6KA4,-0.24025017,-0.77790004,0.24940564,0.11304183,1.0489055,0.19958805,0.71188533,0.18708108,0.34270525,-0.17082681,-1.5665222,-0.7222307,-1.0235854,0.013253755,-1.2197828,-0.31959906
PKMYT1,-1.3020333,0.5041542,0.46062663,1.0440276,-0.1023073,0.90608335,1.7434419,1.3784863,0.68856037,0.10152364,0.7268968,-1.5509721,0.089732595,-0.61231434,-0.3310513,0.19310085
MAPK7,0.2931086,-0.8427775,-0.8081694,-0.63821006,1.8977171,-0.5843168,2.6409059,2.0881333,-0.38946512,0.20945613,1.6956627,-1.4401752,-1.0580977,-0.37073237,1.0625618,-0.6804604
RSKR,-1.3966143,1.293543,1.2704325,0.63006496,1.2053427,2.2658846,0.9908715,-0.11118531,-0.9641,-0.055688865,-2.1985984,-0.003911192,1.5685744,-0.20336923,-0.66067487,0.58326244
MAP3K1,0.18280381,-0.35623452,-0.19806522,0.088757865,0.799257,0.91032,0.9341332,-0.78272194,0.91705304,0.54031765,-0.77034444,-1.2787905,0.03686141,-0.41530263,-1.4699347,1.5687327
SGK1,0.49882635,0.917894,0.50951004,-1.7379656,1.224891,0.4905738,1.94055,1.7131251,-1.0063118,0.09195645,-0.4935236,-1.2277625,1.2385832,0.88583946,-0.974013,0.26204756
WNK4,1.1809571,0.08050971,-0.31242245,-0.44473526,0.81744987,-0.35385907,2.6247933,1.2912862,-0.44127375,-0.018663764,0.7474236,-0.64962476,-0.25163895,0.17779467,0.9535683,-0.5972774
MOS,-0.4065751,1.0949961,0.7575225,0.114734285,0.98464954,-0.28273007,1.5621628,0.70064497,-0.1022783,-0.2870967,-0.5118006,-1.2215996,-0.08807369,0.1819992,0.89228517,-0.3702434
COQ8B,0.025891064,0.9914163,-0.30644068,-0.08025311,1.154595,0.99480647,1.8845427,-0.1477916,-1.3914541,0.6173469,0.24872015,-1.4985905,-0.8105642,-0.33589432,0.1250135,-1.216097
ADCK1,1.2443612,0.48642182,0.88392115,-0.559435,0.32720822,-0.86186415,2.4733136,0.29081267,0.12666023,0.7465293,0.4765931,-0.25280675,0.48884526,-0.5052005,-0.6948297,-0.095695935
ADCK2,1.1989101,1.0754801,0.6130847,-0.9131515,1.3051065,-0.63879114,2.5667763,0.4042459,-0.11425169,0.39196286,0.3841594,-0.10493287,0.4235565,-0.4895387,-0.37686303,0.8237276
COQ8A,1.2368593,1.9135816,0.7088042,0.7113574,0.5861567,-0.120969325,2.1296167,0.7691383,-0.14389193,-0.17647398,-0.68132216,-1.2992995,-1.229881,-0.4313452,-1.2793455,-1.309661
AAK1,0.32823297,-0.69225144,0.408569,0.71457005,0.05288861,0.55451727,1.0145864,0.5199534,0.40995046,0.45508328,0.06625345,-0.34997705,0.009382493,-0.97904694,-0.35830715,-1.1265118
TRPM7,0.25263563,0.50811017,-1.6567553,-0.1487641,1.2087078,0.9761454,2.0459692,0.51674616,-0.44977358,-0.8709019,0.15534319,0.40176147,0.7850994,-1.2558849,0.2829916,-0.42236516
TRPM6,0.43822768,0.110435404,-1.3711447,0.07575831,1.3440969,0.9882971,1.530656,0.80109286,-0.64589065,-0.5806629,-0.242083,0.26793975,0.28563267,-1.0619847,0.22796234,-0.52744186
NRBP1,-0.30917665,-1.4777622,-0.4215505,-1.3131317,0.8805602,1.1176819,1.2036102,3.0816822,0.7245597,1.1329334,-0.9753233,0.20789146,-1.4925947,-0.65208244,-1.0044875,-0.8309167
FES,0.44685158,-0.8643537,0.9045734,0.26599127,0.49107957,0.6768499,1.5069159,-0.02464951,-0.3078178,-0.3315432,-1.3475204,0.65803057,-0.46426088,-0.8472972,0.2216085,0.09470129
HCK,0.6642329,-1.4544166,0.47586295,0.53437483,0.7628898,0.44990262,1.0224963,0.37135932,-0.07705367,-0.61742455,-1.3637509,0.056445047,-0.33755824,-0.4322901,0.7361461,0.13519442
BRD2,-0.06565291,-0.68624413,0.14628108,0.72648174,1.623637,0.3153302,0.92672485,1.0831736,0.51890016,-0.22887737,0.70859736,-0.34913957,1.2533855,0.6474147,0.3652465,0.27664632
TAF1L,-0.15421285,-0.93455064,-0.5934139,0.6596457,1.6820257,0.8098419,1.2462775,0.6466378,1.0320293,0.57375914,0.50027174,-0.35496363,1.5174474,0.18222459,1.0250494,0.027999027
DAPK1,0.5861172,-0.6211983,0.50581944,1.1439579,0.9541748,1.2966743,0.49625027,-0.10586579,0.09463366,-0.7813723,-0.54369307,-0.10248294,0.0729907,0.100275055,-0.31068394,0.32690528
CDK8,-0.07676938,-1.4694425,0.6471049,1.1425354,2.1064227,1.0011009,1.7462535,-0.012128558,0.63060147,-0.14291644,0.69559616,-0.115885876,0.09870895,1.4924115,1.2686437,-0.102894165
CSNK2A2,0.41359574,0.7295618,-0.016255144,1.4342394,1.6024433,0.83653116,1.4161075,0.058041956,0.5317538,-0.46280932,0.28323168,-0.7059981,0.37015197,1.2836516,0.09011604,-0.4267388
BRD3,1.6976024,-0.75662977,-0.42852426,-0.01182428,1.5666599,1.271473,0.5512088,0.6659072,-0.13802952,1.223956,0.6965516,-0.45067784,1.6694813,-0.34829512,0.15959178,0.036189217
TAF1,0.42028287,-0.7157854,-0.438613,1.6912087,2.666115,0.2558542,1.505849,0.59056044,1.1089723,1.0696787,0.30583772,-0.5900242,1.5898098,0.40635666,0.7707101,0.3234845
CDK7,-0.8312401,-0.9901621,-0.44728276,0.33994848,1.3481569,0.79881835,1.5943061,0.8902405,0.7809144,0.5887376,0.9806055,0.037551798,0.85557324,0.3470059,0.8517196,0.6798999
BCKDK,0.3226884,0.7771772,0.12868772,-0.19209142,0.74611646,-0.4741039,1.0048833,1.6211417,1.3022387,-1.5272853,-0.932759,-0.62545186,0.7686928,-0.5336396,-1.0713384,0.73312104
MAP3K4,0.67612255,1.0712923,-0.7043359,-0.49505576,0.9841368,0.9963127,1.6226763,0.58507514,1.2570306,0.45926848,-0.48607746,-0.5846594,2.4794455,0.7892038,0.12510973,1.6189965
MAP4K1,-0.079040185,-0.28090256,0.6881428,0.32982433,0.8362437,0.96655416,0.7269035,0.48036456,0.19456393,-0.35840744,-1.1250341,0.7706383,0.045521703,-0.4368422,-0.6515912,0.51025367
PDK3,0.4952089,1.5443338,0.12265929,-0.55195296,0.7604143,0.9313166,0.5532285,0.76774186,1.1050674,-0.22529382,-1.3483416,-1.6311072,1.6684445,-1.2354662,-1.1895735,0.57336414
ZAP70,0.108901754,-0.37022105,0.73116064,0.57258034,0.81924355,0.55926996,0.51722604,0.59620434,-0.16172014,-0.6640095,-1.1498573,0.077825636,0.47511387,-0.40081137,-0.13403112,0.98431814
TRRAP,0.05057512,-0.51231885,-0.7528022,0.70150536,1.2968723,0.5309372,1.102439,0.67054313,0.7570219,0.19577421,0.59158224,-0.67192906,1.0881491,0.48074308,0.034279693,0.9218192
CDK5,-1.0350412,-0.37452906,-0.059746698,-0.46733648,1.0732616,1.3679034,1.2331711,-0.0069021243,0.10592409,1.0831002,1.3152884,-0.68545985,0.2948076,-0.7738818,0.25076514,0.5910248
DYRK2,-0.8206214,-0.41612315,-0.27356398,-0.020337285,0.79419106,0.6123952,1.3731232,0.345693,-0.19670741,-0.0459432,0.19531038,-0.05965252,0.13758728,-0.45899382,0.428666,1.5009594
HIPK2,-0.7797725,-0.4104223,-0.31591955,0.040874608,0.8299399,0.5283196,1.3849652,0.40266737,-0.31712052,-0.02034459,0.14994301,-0.1168683,0.12084146,-0.46335354,0.46241134,1.4835405
CDC7,-0.84960264,-0.07832075,-0.7373212,0.42879397,1.0579689,1.1020442,1.7883493,0.9005011,0.253553,-0.57393175,1.3125179,-0.24135502,0.040628605,-0.20944525,0.18739618,1.4559802
ALK,0.04335354,-0.25068775,1.5056754,-0.34311533,1.2406709,1.6129018,1.2606893,-0.010979465,-0.21164273,-0.3773266,0.065877736,0.8951298,-0.36908296,-0.040772915,-0.48443815,2.0577354
FGFR2,-1.6059012,0.3242793,-0.36911586,0.008146577,1.290396,1.1148617,1.6203346,0.3263311,-0.22615527,0.061408393,0.19304445,-0.24226724,-0.89276505,-0.4262474,-0.060202844,1.2956113
RIPK1,-0.98249817,-1.0682557,-0.33563334,0.059027843,1.1911232,0.4229843,1.4228643,0.01421293,-1.4756081,-0.32214293,-1.3867918,0.44730225,0.58080995,-0.5077422,0.9638005,0.052856628
WEE1,0.655898,-0.3161004,-0.6987194,0.52276,0.31781095,0.9417373,1.833094,1.2384616,0.733798,0.53108954,1.5016325,-1.5260181,1.2963041,0.33931252,-0.01284203,0.3043223
WEE2,-0.37328368,-0.5700068,-0.40300903,0.7049515,1.2359861,0.34358993,1.6626375,0.6729637,0.44859976,0.5255235,1.0403806,-1.8907021,0.2712666,-0.023661103,-0.21072201,1.1187363
CAMKK2,-0.3879274,-0.3239593,1.4056983,0.124302424,0.096302904,0.52292246,1.2531136,0.22985393,0.4243287,0.49934116,0.07500413,-0.65674126,-0.10783197,-0.75449973,-0.21352112,0.043007623
ERN1,0.014752794,0.31921995,-0.088268414,-0.25301474,0.8299246,0.9293677,1.1340232,-0.386122,-0.5040183,0.3607673,0.13940759,-0.72594464,-0.53002495,-0.59966147,0.44127974,0.51570857
EIF2AK4,-0.15893938,-0.19120574,0.12118915,0.5516242,0.57713294,1.7254505,1.2002549,0.18167377,-1.1525049,0.7929029,-0.9270578,-0.076067016,-0.82022125,-0.54242754,0.41462317,0.21053533
ULK3,-0.0113170035,0.011915686,0.863926,-0.19203019,-0.0015611461,0.6433929,1.3982232,-0.2715073,-0.45153978,0.9232621,0.013804697,-1.2670443,0.053141516,-1.2880281,0.23246229,0.04539342
MAP2K7,-0.57542163,0.32592782,-1.0341848,-0.6646033,0.86006135,0.57740515,1.7435216,0.41551182,-0.29044732,0.61770177,0.14470027,-1.2874393,-0.8927404,-1.0601776,0.721817,-0.119615786
MET,1.2126918,-0.15702106,-1.3355222,-0.93141323,1.071239,1.8798726,1.8643796,-0.27503625,0.1584628,-0.41342214,-0.8375876,0.31452152,-1.5945443,-0.39280456,-0.06654681,0.64701504
NTRK2,-0.2918728,0.44258708,0.92626864,0.24636993,0.84645844,1.1358426,0.2585173,0.61900944,0.16538832,0.66790146,-0.09629983,-1.502508,0.32898512,-1.0178262,-0.56334853,-0.70734555
FLT1,-0.06102275,-0.96667886,0.65390617,-0.32967195,0.5367307,1.7242819,1.3639684,0.34300742,-0.4131169,-0.4895272,0.8109006,-0.17687248,-0.97576153,0.82329226,0.22294502,0.654345
FLT4,0.024110202,0.2898847,-0.10423332,-0.20909572,0.69882685,0.83438075,1.2945727,-0.46292394,-0.6444576,0.32175857,0.21942306,-0.8381725,-0.41556078,-0.49819565,0.42641005,0.5422548
SMG1,-0.43612278,-1.5629584,-0.4585764,0.009422171,1.5190161,-0.03257991,1.3560498,-0.7069089,-0.25403598,-0.6576933,1.0795989,-1.246985,0.13790323,-0.43153608,0.05852831,0.2318041
PRAG1,0.4590949,-0.7949963,-0.7394892,0.4468098,0.5463881,0.5107528,0.7409487,-0.19459535,0.045537908,-0.0719778,-0.68809664,-0.08647385,1.0188088,0.23354255,0.33253056,0.49821523
RIOK1,-0.06752431,-0.8397372,0.3113923,0.18844815,1.4754018,0.56213725,1.730453,1.2078216,-0.15239085,-0.13593283,1.6737158,-0.9499691,1.2126867,0.7673377,0.42486694,-0.065419205
RIOK2,-0.45849687,0.60746187,0.94205046,0.48227343,0.09415539,1.0037086,1.6185046,1.6148251,-0.17240873,-0.5808713,1.119932,-0.7697546,-0.015737455,0.05920143,0.55641675,-0.9374444
VRK2,-1.5478896,-1.0115308,-0.7874861,0.10105795,0.94890493,1.2684847,1.82738,1.1329226,-0.32206702,-1.4374256,0.54634845,0.43460062,1.9191164,0.10436074,0.1530581,-0.04898394
TRIM24,0.47371146,-0.8864081,-0.6297422,0.066402525,2.932521,0.63355786,0.77122694,0.74128336,-0.3105874,0.15480925,0.9579749,-1.0084671,0.41420516,0.4364766,-0.96674913,-0.14434764
TRIM33,0.37843895,0.0033803221,-0.98171395,0.03216938,2.4777272,0.91270375,1.3319222,0.58433133,1.2028424,0.29319853,1.0043551,-0.9711426,1.1866106,0.6590024,-0.36722347,-0.2162921
CDK9,0.04219058,-0.881761,0.8449409,0.75546175,2.311299,0.908233,0.5895823,1.9926679,0.50195754,0.43398973,1.213085,-0.60418063,0.18917678,0.61194044,0.43738854,0.47479552
CAMK1D,-0.14039887,-0.30534878,1.0266066,0.14194453,0.30888668,0.3687988,0.7706486,0.38279593,0.63832134,0.0804562,-0.1571683,-0.80247056,0.32425344,-0.7140538,-0.38670078,-0.3244282
CAMKK1,-0.47535864,-0.34255227,0.81450415,0.56523365,0.024526928,0.48932534,1.1603403,0.22953464,0.8397477,0.089807354,-0.051252536,-0.7312397,0.5300195,-0.91865015,-0.22894691,-0.41720033
RIPK3,0.08890574,-0.70120585,1.0900182,0.42092854,0.4070516,1.0808334,0.9453548,0.72430086,0.29589602,-0.7849927,-1.1302236,0.61764276,0.24554542,-0.46422553,-0.54452085,0.2314368
CAMK2B,-0.16352962,-0.46980608,1.1735797,0.15757623,0.3088116,0.3656922,1.078859,0.47688773,0.6071211,0.49420375,0.28123066,-0.6231891,0.13193303,-0.95544285,-0.037028607,-0.3579141
MARK3,-0.72415924,-0.11747232,0.83763415,-0.47714585,0.29329997,-0.25152263,1.7544318,0.816017,-0.51177645,-0.074793234,0.83704525,-0.25997454,0.41803154,-1.4255376,-0.042192657,-1.0117897
CAMK2G,0.5921998,-0.07893997,0.27762714,0.26176715,0.50148016,-0.0012272373,0.85103875,0.52983934,1.2492591,0.7049046,0.007982199,-0.30789837,0.37877825,-1.6961001,-0.1886473,0.10023512
BRSK2,-0.668538,-0.35626394,0.6822496,-0.17701952,0.0022969204,0.20977022,1.2471434,0.3910992,0.5913576,0.1026874,-0.026414927,-0.73566365,0.58622336,-0.9617995,-0.45563787,-0.5318115
BRSK1,-0.47178286,-0.55110055,0.6904854,0.30093977,0.030048002,0.09417553,1.2262387,0.47604844,0.57273585,0.3358432,0.084009446,-0.72850627,0.47813672,-0.8097519,-0.27995047,-0.480391
PBK,-0.66180986,-0.46348116,-0.2652192,-0.14605549,0.4576554,1.7353386,1.3328917,1.5087916,0.90412253,0.18949567,0.20409428,-1.2204942,1.359514,1.3711249,-0.95892954,1.5786724
MARK1,-0.7324838,-0.13682684,0.9380213,-0.20894435,0.38629234,0.1621625,1.5934328,-0.28870657,0.33709237,-0.2627947,0.5730623,-0.6794478,0.28264645,-0.89820373,-1.1138456,-0.4020977
BMPR1A,-0.3966001,0.5988494,1.130339,-0.8378604,1.1976391,0.8673058,1.9989105,-0.1008567,-0.64186066,0.50434697,0.3129826,-0.6299629,-0.2397603,-0.03028476,-0.14109048,0.6770716
MELK,-0.5198849,0.65054625,0.8511405,-0.557218,0.32776478,2.8455007,3.1429553,1.8213602,0.50016075,1.6408533,-1.6342492,-0.4650299,1.5507377,1.5723649,1.062897,-1.3868661
NEK2,0.46886927,0.71149653,1.5321065,-0.84422386,1.371544,1.2377479,2.554241,2.4872332,1.0414548,0.42136896,-1.954798,-1.1235207,1.6590161,1.8744318,1.1298636,-1.7929345
STK40,-1.5881696,1.4134079,-0.8931758,1.4991732,1.6004268,0.83036196,4.1534133,1.9705169,-0.45462352,0.49161106,0.38534853,0.85803175,1.3942859,-0.72177047,-0.3610493,-1.4064063
VRK3,-2.3224633,1.2747701,-0.5108891,0.11112685,2.105758,0.68572825,4.0493155,1.203454,-0.69008195,-0.3287974,-0.22712673,0.9348912,1.6486809,-0.08359969,-1.8979851,-0.7103754
DAPK2,0.25773937,-0.13093853,0.34158507,1.4510621,-0.19498898,1.7367822,1.0344739,1.1342326,0.72750264,-0.15971912,-0.8759297,-0.2122815,-0.8337429,-0.26770276,0.41283968,0.3268932
DAPK3,1.2525139,-0.16783749,-0.37825412,0.7161655,0.22154842,0.5134298,1.0193326,0.082332574,-0.5691821,-0.14338319,-0.77942526,-0.4370335,0.2534195,-1.1030442,-0.6608056,-0.13909797
DCLK1,1.7632816,0.6697355,1.1642259,0.85259235,0.38680506,0.012187071,1.3992835,-0.24572487,-0.28676277,0.14983648,-0.76825225,-1.2145144,0.34266627,-0.7619622,-0.010322462,0.617966
GAK,0.34095588,-0.6227208,1.0714197,0.4741443,1.5810788,0.7914391,0.5155016,1.7481304,0.54626405,-1.8906525,0.032901786,-0.27683896,-1.3599886,-0.8401081,-1.4059162,-0.08084482
PHKG1,-0.026838683,1.4685923,-0.009344023,-0.8864367,1.1923561,-0.22298092,1.9009173,1.8794491,0.3436785,-0.60079056,-0.56853205,-0.005192918,0.27807015,-0.07945731,0.15771097,0.14889494
PIM1,0.48068717,0.6642884,-0.32667017,-0.60143834,1.8649778,1.056742,1.5717872,-0.11796807,0.18132947,0.35840425,-0.5268349,0.33885068,-0.9763541,-0.615661,-0.32494682,0.04985379
NEK9,-0.9251227,0.67699903,-0.78221524,-0.4145047,0.5296457,1.8192817,1.2960222,1.0757507,0.17889601,-1.6216711,-0.012423486,-0.32159755,0.38268748,-1.4045261,1.5612372,-0.49521273
TRIO,1.5363314,-0.23979272,0.16476208,-0.27603695,-0.14925492,0.63148814,2.5078862,-0.46778324,-0.52118635,1.0556617,0.015480454,0.4549929,0.020250745,-0.85305125,0.44637984,-1.5802202
CDK12,-0.11172452,-0.6015521,-0.25315925,0.8767886,1.8563762,0.91103786,1.6215284,1.209967,0.91252476,0.33510458,1.0643743,-0.25316048,0.30841312,1.165671,-0.21937495,0.94747835
MAPK6,-0.673836,-0.6363804,-0.3004866,-0.49575347,1.123177,0.6693454,1.2916251,0.5399541,0.2905796,-0.18801035,0.66307914,-0.37483275,0.52784574,0.71699536,-0.2898279,-0.098551385
MAPK15,-0.040851604,-0.36927176,-0.27426624,0.2097852,0.94331527,1.1588378,1.6486112,0.2333984,0.11164424,0.13575502,0.71342236,-0.18938123,-0.08425652,0.8877548,0.26768273,0.9692906
CDK3,-0.78607786,-0.51877654,-0.17724384,-0.34587747,0.73332596,-0.3576324,2.3918083,0.6326121,-0.00041696653,-0.35896894,-0.161498,-0.6716516,-0.36601838,0.5423203,-0.4679238,0.6886351
CDK13,0.052449565,-0.22696105,-0.6471874,0.58389413,2.2055755,0.8852007,1.6798161,1.5018797,0.45190945,1.1539458,0.11507573,-0.7422265,0.75732774,1.6646857,0.97050893,0.17764631
PRPF4B,-0.07580216,-0.5794795,-0.6701751,1.0614917,1.8564157,0.8658987,1.647499,0.9951241,0.25009072,-0.072413415,0.7314421,-0.23090518,1.3519652,1.1740924,0.05730496,0.057760656
SLTM,-0.3047185,-0.91132146,-0.71401834,0.23670809,2.299363,1.2102811,1.2572994,0.6903937,0.09024953,0.9772068,0.09536443,-0.092743464,1.8623257,0.8021726,0.46856415,-0.27989388
KSR1,0.6875881,0.043098763,0.25038484,1.2341663,0.485749,0.78053683,1.3641939,-0.035615556,-0.027521253,-1.2334343,0.9627529,-1.9565072,0.16163546,-2.0741239,0.18821883,-0.6048791
CNKSR2,-0.22935979,-0.35379118,0.90193576,0.286588,0.23835585,0.34199384,1.0293158,0.39622518,0.75352556,0.28784862,0.046445727,-0.83553845,0.17407498,-0.95880866,-0.51906437,-0.23489688
