,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MAPK4,0.35055515,-0.067391045,0.7158688,0.3717808,0.84527993,0.9398785,1.0734413,-0.32713443,0.08234216,1.1770566,0.3958581,-0.73997205,1.2157869,-1.3809438,-1.2142093,0.029966308
MAP2K6,0.4062056,0.76386184,-0.98558575,0.46061543,2.4650452,2.0251744,0.45762193,0.64666456,0.7443121,-0.12094736,-0.3861158,0.72745466,1.1664668,0.14116257,-0.621978,-0.49219102
HASPIN,-0.29099694,0.08169895,-0.12084174,-0.17345504,0.6650616,0.20122083,2.1872628,0.94648576,0.26112998,0.080964155,0.27929482,-0.7003262,0.27171537,1.0271857,-1.0204434,1.0376354
EIF2AK2,0.08521575,-0.14308856,-0.43074504,0.83020866,0.9763221,1.4334133,2.1888366,1.5186112,-2.5424385,-0.5247115,-0.17426905,-0.037600078,-0.16960263,0.27649745,0.7948215,0.27723336
IKBKE,0.30699626,-0.7417006,0.82939404,0.18511173,0.47476083,1.312724,0.6064973,0.8568549,0.23736596,-0.40534878,-1.440594,0.2603251,0.43979192,-0.2306489,0.102612175,0.8685558
ERN2,-0.10543021,1.1447455,0.2258401,-0.33105433,1.0836908,0.20734933,1.7545468,1.3039912,-0.010365702,-0.4592436,-0.60463744,0.15246667,-0.021180661,-0.11832984,0.8534339,0.3393387
STK16,-0.29258507,1.1375734,-0.5852984,-0.67905855,1.4897316,0.4138479,1.6470649,0.47630116,-0.029017737,-0.5828163,-0.039724316,-0.078638665,-0.15487932,0.1062929,0.4563781,0.09212911
BMP2K,0.4679531,-1.0958604,0.96863294,0.47078478,0.5099224,0.80341893,0.9712693,0.20423386,-0.5436508,-0.55414826,-1.1775838,0.2794042,0.3177835,-0.6292606,-0.25198764,0.26688623
EPHB2,0.4274897,-0.8798136,1.1797756,0.34688422,0.077214256,0.61195856,1.0276431,0.8362137,0.4086485,-0.8143323,0.92060834,-0.96337956,0.11212447,-0.431335,-0.2729148,-0.66011465
LRRK1,-0.24578527,-0.45411384,1.3236799,0.29548395,0.39076376,1.4188244,0.9506564,0.87140673,0.105856046,-0.4845727,-1.437092,0.40615484,-0.2727708,-0.37181365,-0.13671836,0.22143999
MYT1,0.15990375,-0.5769425,-0.34520984,0.27564096,0.97591776,-0.46608537,2.0703316,0.7059077,-0.1973627,0.04434162,0.591525,-0.6503192,0.5896251,0.67584676,-0.3220186,-0.23312047
LIMK2,-0.19953102,-0.8342375,-0.701915,-0.64850396,0.5737619,1.1690443,1.4074119,1.4055431,-0.223942,-0.79537547,-1.024462,0.35195357,-0.14601465,0.014021144,-0.030075675,-0.020899704
PAK4,0.14726765,-0.8557792,-0.96682835,-1.0934691,2.1634884,1.1549104,0.98695666,0.075950876,0.41552883,0.29748178,-0.589917,-0.86623937,1.0476496,1.2791421,-0.86857104,-0.7729354
PAK5,1.3717139,-0.85883766,0.29700038,-0.6251234,2.2649586,1.0459356,1.5110198,1.2249205,-1.0336808,0.99560356,0.9133997,0.71615636,-0.57451564,-0.11285926,0.061315607,-0.7207394
EPHA6,0.70542264,0.77710485,-0.49043164,0.660442,0.19957073,0.90804267,2.4673033,0.18131052,-0.44363856,0.19310965,-0.1707884,0.40455908,0.5869818,-0.5559482,-0.97678757,0.22370127
ABL2,-0.6596288,0.18279952,1.2181069,0.5538042,0.20114514,0.7350591,1.3463081,-0.09867112,0.90600765,-0.6877702,0.49932027,-0.93313605,0.61883515,-0.54147303,-0.9031838,-0.2917979
AXL,0.7591741,-1.2834547,0.7025153,0.21210562,0.800629,1.274176,0.8273793,-0.36820838,-0.25044918,-0.38748714,-0.598604,0.15669626,-0.017050035,-0.7166814,-0.5993396,0.7732205
DDR1,0.06459082,-0.22906598,0.92813617,-0.016655004,2.7861648,-0.0066115954,1.5192587,-1.0593035,1.3653412,-1.6358161,-0.14717966,0.3903448,1.2326379,0.51620156,-0.06933193,-0.8520988
EPHA1,0.38656348,-0.6426242,0.34454346,-1.0989006,1.3794945,0.12983303,1.7660238,-0.9621863,0.6265841,-0.41265512,-0.03803272,-0.5484935,0.6551394,-0.6434554,0.07203591,-0.36886588
EPHA4,-0.1115094,0.056182977,1.1928521,0.00021031508,0.7451379,0.44788375,0.9748931,-0.13771696,1.1007024,-0.040909044,0.18603666,-0.5972402,0.15565294,-0.5177652,-0.8064156,-0.81807655
EPHB4,1.0606514,0.38157937,1.4109787,0.1694648,1.6044788,-0.0014275492,2.1603775,-0.85852927,-0.3224221,-1.3120769,0.99128526,-0.8053739,0.8400256,-0.8159957,0.62086385,-1.9093277
EPHA8,0.44002265,-0.57772696,0.35469413,-1.0736618,1.3343008,0.10732742,1.7150687,-0.89465433,0.4922552,-0.43398368,-0.07693146,-0.43852517,0.5656508,-0.52819484,0.09537826,-0.39622244
EPHA7,1.2651603,0.6368428,-0.028513037,-0.027293492,1.7043167,-0.18116838,1.511,0.1829497,0.40167496,-0.25175694,0.26322594,-0.045185138,0.72056925,-0.62468934,-0.34818852,-0.6391047
FGR,-0.28450185,-0.42897454,1.3461733,0.15264231,0.1867518,1.265242,1.4611204,0.40053922,-0.65617543,-0.046460792,-1.0767502,0.44543454,-0.7247857,-0.14907949,-0.37430868,0.447273
KSR2,-0.25836694,-0.20114408,1.2906721,0.004178283,0.3220106,0.30303648,1.0478302,0.80181855,0.40364096,0.84157294,-0.098539844,-0.43812072,0.1267444,-0.91569495,-0.54505545,-0.4648301
ACVR1B,2.850129,-0.3655613,0.4582854,-1.5911113,2.748382,-0.48579597,2.730521,1.5945497,0.11847082,-1.8402225,-1.2082402,-1.2628095,0.9925771,1.1293287,-1.3636512,-0.092372544
ACVR1C,2.3730438,-0.2053465,1.2632345,-1.1364777,2.7389576,-0.79255956,3.442185,0.12849596,-0.23859778,-2.098077,-0.7000404,-2.1878493,0.12008504,0.9667147,-0.025684208,-0.111328214
CDK18,-0.063598774,-0.20909435,0.88900346,0.49566028,0.15163085,0.9738292,0.48254758,1.0290052,0.560512,0.75716174,-0.43224788,-0.9252115,0.2043342,-0.9707633,-0.7756593,-0.090197496
WNK2,-0.21330088,-0.4549141,0.6575459,0.25089163,0.46377346,0.6812557,0.69785416,0.16629086,1.159059,0.45877448,0.33390245,-0.63275313,0.60131705,-0.3195691,-0.05630993,-0.2306914
NUAK1,-0.23791201,-0.33618945,0.9992967,0.19786379,0.09339481,0.1643937,1.1565607,0.5047527,0.79256463,0.52433175,-0.11492369,-0.71112293,0.29246867,-0.75764865,-0.2311828,-0.18290414
MAP3K10,-0.29391113,-0.50520456,1.2635726,0.34091425,0.23781955,0.480002,1.1253163,0.31823355,0.8798328,0.57908493,-0.17109996,-0.70050466,0.40582234,-0.6878618,-0.3850077,-0.45030165
MAP4K2,0.21063453,-0.8493755,1.0731122,0.08437818,0.70811594,0.19247459,0.6216785,0.5793406,0.6332273,0.98544127,-0.6573311,-1.0125514,0.530573,-0.8686822,-0.51128864,0.048224926
TRIM28,-0.7639947,-0.7106372,-0.3759934,0.073788434,2.8485842,1.2491696,0.8722838,1.0375801,-0.70730674,0.8148816,0.25589925,0.13480702,1.515773,0.83077437,-0.9968856,-0.26106197
TLK1,0.4379247,-1.059715,-1.6760538,-0.3003121,1.2044733,0.5382531,2.194796,1.2606983,0.4970552,0.27627572,0.70817757,-1.0720733,1.3543563,0.7915564,1.0072569,-0.094419755
CDK11B,0.050456297,-0.54581565,-0.47136158,0.15226886,2.0422812,0.4413446,1.802942,1.184808,0.33988968,0.16427004,0.83456355,-0.6706071,1.0076039,1.3917813,0.45284912,-0.5272775
TLK2,-0.047294177,-0.85988414,-0.20126478,0.567619,1.9937243,1.6452624,1.4708303,-0.20340055,0.12440656,0.819518,0.70265967,-0.6743013,1.8329443,1.0293784,-0.03694597,0.18403248
PRPF4,-0.042544246,-0.21122928,-0.062345985,0.76512563,1.6295847,0.47032323,1.332983,0.6004637,0.3977153,0.11380208,1.1831288,-0.86274505,0.88093394,0.74233055,0.23468736,-0.051794264
NR2C2,0.55709636,-0.37046906,-0.23037373,0.6579419,1.5570964,1.0308329,0.4298891,0.56542367,0.3486827,0.509172,0.55191535,-0.50116783,1.5845435,-0.115192436,0.23142716,-0.20392928
RERE,0.25302377,-0.5636561,-0.63413817,0.4532982,2.3840935,1.2699684,0.9656957,0.96370196,0.2782683,0.7613372,0.84001285,-0.57653725,1.9327314,0.076286666,0.14963622,-0.035415236
VRK1,0.1635807,-0.4656967,-0.27591705,0.763181,1.0696187,1.0681077,1.2511855,0.62119746,0.87995875,-0.18887773,0.6879298,-1.3015004,1.1744366,1.1959143,-0.32403228,0.15965882
MARK4,-0.14905645,-0.2436053,0.94682765,0.3598887,0.25905997,0.4298223,0.9994808,0.36220622,0.91192055,0.31372643,0.11192583,-0.7914906,0.15789048,-0.98017126,-0.18401083,-0.18706734
PAK3,-0.49526808,-0.38980535,0.8380825,0.24667172,0.028163811,0.27543545,1.2316831,0.4546143,0.5540134,0.2643915,-0.0082504,-0.77090997,0.30397797,-1.0132202,-0.19871174,-0.44713378
CAMK1G,-0.17229944,-0.2645907,1.0648295,0.16373147,0.083243586,0.42666528,1.0676153,0.5380797,0.7736181,0.60169256,-0.08786035,-0.75665814,0.27226558,-0.6923654,-0.4834524,-0.29954892
CDKL5,-0.223503,-0.14707962,0.7026378,0.6985367,0.24124451,0.24144487,1.038124,0.3092307,0.757016,0.27495116,-0.05832966,-0.4717128,0.53340846,-1.1931367,0.03862966,-0.38196465
EPHB6,-0.2234237,-0.50816154,1.1519542,0.080323584,0.32665473,0.35631883,1.0953755,0.25413942,0.8043984,0.32222036,0.09678274,-0.74377245,0.2674435,-0.94623226,-0.45142853,-0.36748815
NEK6,0.7024867,0.14579572,0.55175203,0.4216413,0.48665488,1.2088029,1.2608103,0.02153627,-0.4073834,-0.8946067,-1.3801321,0.65790266,0.43543598,-0.80333424,-0.9616053,0.18668875
STK10,0.29902774,-0.7898005,0.3634251,0.22208764,0.21896248,0.71199983,1.1913719,0.34793192,0.025363132,-0.68441176,-1.2152115,0.68465465,0.18400766,-0.6312573,0.12139383,0.17527154
BTK,0.29078233,-1.1327865,0.2751215,0.56026846,0.2040877,0.7764514,1.291623,0.20014887,0.58256483,-0.72130793,-1.4922814,0.6704,0.31655288,-0.52386594,0.44406378,-0.14287326
FER,0.84254193,0.56350005,-0.58691436,0.87859035,0.23825133,0.7813484,1.3869187,0.11218953,0.17790377,0.010353672,-0.6534705,-0.35048062,0.7563067,-2.3327906,-1.4083503,-0.37988314
MAPKAPK3,0.58148986,-0.9752056,0.70841855,0.48442614,0.3100401,1.1995327,1.1567143,0.5949818,-0.3921251,-0.070394605,-1.2535641,0.40057042,-0.41442564,-0.81554264,0.39729553,-0.29278958
MKNK1,0.7226324,-1.4507904,0.17084914,0.5379756,0.7102731,0.9605514,1.263577,-0.032404765,-0.45927915,-0.7729501,-1.162766,-0.02159757,-0.6810762,-0.6786829,-0.34359655,-0.22817306
RIPK2,0.9580581,-1.7959176,1.2373855,0.16096859,0.59584755,1.4688941,0.7158428,0.37964168,0.0426326,-0.32752103,-0.9754547,0.08680673,0.42752343,0.48228088,0.49431124,-0.29712123
STK17A,0.048415072,-0.8065372,-1.2953366,-0.9675194,2.2388532,1.0705252,1.7726774,-0.122453764,1.2013726,-0.45195115,-1.4607038,0.59304786,-1.4053682,-0.9790688,1.4341185,0.5748818
SYK,0.46134695,-1.0602663,0.14328262,0.3000025,0.40279034,0.84762067,0.89829403,0.69516695,-0.10680042,-0.6151453,-1.323783,0.22654311,-0.16673872,-0.7522582,0.22666328,0.07762113
SLK,-1.0140773,-0.3131818,0.075859345,1.2697573,0.3077625,0.8947915,1.7158318,-0.5650494,1.2534609,-0.46826857,-2.0664253,-1.3255295,-0.6412532,-0.5081005,1.45068,-0.6707863
CDC42BPG,-0.4910417,-0.335813,0.617903,0.27858824,0.17547314,0.15714438,1.1587349,0.44460022,0.9933537,0.14564678,-0.23296036,-0.37454852,0.104706444,-0.6001779,0.45264354,-0.40944713
SRPK1,0.38280693,-0.37556028,0.081515744,-0.2033249,1.082222,1.1963577,1.1933318,1.138148,1.0519603,0.03813484,0.96582896,-1.369312,1.0443273,1.1053836,-0.24113174,0.7671454
SCYL2,0.85314023,-0.5983694,1.1596409,0.60754293,1.2417232,-0.0014843261,0.63428164,0.5817559,0.8837829,0.37641644,-0.35427058,-2.0509253,0.9090167,1.1504911,-0.38288298,0.045389883
OXSR1,-0.15961269,-0.2101975,-0.26328725,-1.3063111,-0.07016377,0.487319,2.1728196,1.088435,-0.031247282,0.5517856,-0.9272143,-1.4634225,-0.7657688,-0.38355508,0.51318693,-1.1549745
WNK1,1.0988069,-1.2356958,0.32457966,-0.17382288,0.3894929,-0.10741936,1.225489,0.05525074,0.0060675493,0.6815238,-1.4101511,0.116156384,0.27426267,-0.14806907,-0.3779485,0.2157598
MLKL,0.88721853,-1.1869048,0.6427162,0.056539517,0.55571645,0.7400871,0.8070451,0.7237266,-0.20403749,-0.5642451,-1.2850343,0.0786055,-0.07234117,-0.83322364,0.0742129,0.2909719
IRAK4,1.1038254,-0.3062973,-0.12962613,0.93881667,1.2248491,1.3332337,0.82155716,1.2256726,-0.97027147,0.34351802,-1.7320998,0.44737494,-0.18582101,-1.1503992,0.7059728,0.20143597
TGFBR2,0.65056807,-0.3375568,0.9680297,0.6321485,0.25784707,1.1642902,1.3638564,-0.042215843,0.37203765,-0.40955633,-1.05977,0.9321898,0.38466835,-0.65678245,-0.20135303,0.2767128
STK17B,0.26938507,-0.6883094,0.8245193,0.5597957,0.6227123,0.7241313,0.94294935,0.30228022,-0.20697235,-0.6955323,-1.5559653,0.32306817,0.33506396,-0.80974805,-0.33522427,0.27091572
NEK11,0.27936372,-0.12939654,-1.0367812,-0.47004327,-0.21508618,1.4211106,3.4935226,3.174351,-1.7369428,1.7105371,-1.2244036,-1.053087,1.4103459,0.23960707,-0.513244,0.32233733
STK33,-0.61585724,-0.6422381,-0.13683543,-0.15448356,-0.025398998,0.995076,3.5279636,2.3735943,-2.2360451,0.6567224,-1.5889208,-1.7613598,1.3991646,0.32467934,-1.65819,-1.2212989
POMK,-0.27963766,-0.47749394,0.09522844,1.3723652,3.1911776,0.74173945,1.0894164,-0.3183407,-0.5086326,-0.8340168,1.0026258,-1.409567,1.4327621,0.52215,-0.22643767,-0.5550019
CASK,-0.037183944,0.019703928,0.36328033,-1.1278288,3.9084904,-0.96063274,0.73406994,0.9923518,-0.22125481,-0.2977298,-0.45114034,-0.790055,1.0581696,-2.1008089,-1.4115596,-0.665674
RPS6KA5,-0.70317554,-0.59067863,0.9034732,-1.2865548,0.46377623,-0.84604204,1.886031,2.0530534,1.3964325,-0.049567662,0.15817095,1.0266745,1.4454149,-0.14469106,-0.54513144,-1.0105271
ROR2,1.5214682,0.83610874,-0.49649328,0.2609605,1.7528172,1.0251548,1.4052253,-0.8274962,-0.3173396,-0.684297,-0.5993374,0.3264581,0.5740525,-1.5083406,-0.011448004,-0.15456477
ANTXR1,1.1708128,0.815918,-1.7494067,1.2094306,0.74876094,0.6730584,2.0848534,0.018640848,-0.42656723,-1.117309,-1.3725787,-0.33354345,0.71164054,-1.4007095,-0.25295532,-0.97721094
PTK7,2.0657594,-0.06540869,-0.9869115,0.27510393,1.3098031,-0.03372099,1.7476758,0.74088645,0.37387794,-1.3283942,-0.35096318,0.33480206,0.6619176,-2.1035192,-0.10779041,-0.59890145
IRAK3,0.6124415,-0.38713402,1.131313,0.3436297,0.08652803,1.2429892,1.4400986,0.37384626,0.074806444,-0.6521659,-0.8293914,0.90100414,-0.075432636,-0.47068843,0.05187007,0.019440318
SPEG,1.4844416,0.7841206,-0.06073164,0.8162376,0.6185469,0.07608683,1.165599,0.11331154,0.5966268,0.7936128,-1.1032277,-0.6501358,0.5024661,-1.8878325,0.34228963,0.9197147
MAP3K20,0.6456274,0.50571823,0.18727483,0.8434798,0.31388554,0.38817552,1.8146532,-0.650307,-0.42365938,0.76367223,-1.0580605,-0.36103562,0.7192555,-1.9689239,-0.7699919,0.5688796
NEK7,-0.15970352,-1.0786705,0.07330742,0.41032073,0.6904423,0.88214225,0.5503564,-0.18963419,-0.32043773,-0.21189374,-0.99001026,-0.80419195,-0.06040742,-1.6390178,-0.74312615,0.55386204
SRM,0.4247734,-0.22087312,0.20248699,0.51604944,1.0645429,1.4492878,0.08672512,1.9152421,0.6132403,-0.7480712,-1.3277366,0.15133645,0.60497,0.5650881,-0.062137697,-0.09206778
SNRK,0.8197283,-0.23080339,0.15126598,0.338908,-0.43763956,1.1094915,1.8978946,0.0012657993,0.9706243,-0.022978459,-0.86121666,0.52065665,-0.52232194,-0.48555082,-1.2815187,-0.4953102
CROT,0.59594864,-0.10283046,-0.88345945,0.49996942,0.93551785,0.65181637,1.7120607,0.9241683,-1.2122772,-0.70013225,-0.48623636,0.43716294,0.005594445,0.068516426,-0.06435332,0.28634214
CDK17,1.6900429,-1.5833068,0.22212641,0.77554435,0.355214,-0.13324332,2.4680512,-0.44609088,0.60604924,1.3211544,0.21941966,0.30620587,1.6598766,-0.6876631,-0.7571218,-0.58279884
DCLK2,1.9025209,1.1551924,-0.2941458,0.9586521,1.4756889,1.0290953,0.9463998,0.57622606,-0.9504447,-0.7494684,-0.56864554,-0.5164045,1.0161943,-0.8908371,0.45071965,-1.1896412
RIOK3,-0.93083763,-0.9914268,-0.7633818,-0.895493,1.6485182,0.34714317,1.5556582,-0.04764781,1.1593443,-0.8005356,-1.046284,-0.4603795,-0.78965735,-0.47247994,-0.02004139,-0.09107931
DDR2,0.43155155,-1.1957706,0.06968923,0.107784614,0.6588938,1.1256434,1.0810586,-0.11839095,-0.11308178,0.09829653,-1.7510184,0.041510664,-0.093565464,0.05731296,-0.52692145,0.33016354
NRBP2,1.2676136,-0.51906395,-1.216395,-0.30475697,0.62043387,1.2851526,1.1346775,0.526179,0.19861814,1.5679344,-0.6956957,-1.3536354,-0.7859442,-0.8741396,-0.14373095,-1.0149521
CLK2,-0.06534716,-0.2617551,-0.13112597,0.11034684,1.0556061,1.3081261,1.5536212,0.2667051,0.15723757,0.7628933,0.89797276,-0.40357646,0.3678469,0.9004452,0.38625234,0.7137404
TGFBR1,0.45255584,0.7288024,-0.5116985,0.1418923,1.1611089,0.55703026,1.4230753,0.0847841,0.6441504,1.0344571,-0.479328,-0.59203845,0.8702094,-0.17635074,0.27218992,1.3158263
LMTK2,0.5011405,0.6710224,0.42847028,-0.8242939,1.9462807,0.85072494,1.4342964,0.7949898,-0.79864526,0.06426602,-0.41003898,-0.11395846,-0.5429084,0.15335748,-0.34384492,-1.6380469
SCYL1,0.13503109,0.09674403,1.9236324,-0.04408383,0.7810767,0.8943019,0.5538611,1.3876233,0.50747097,-0.22161552,-0.87706774,-1.2204775,-1.0282723,-0.10082661,0.23957828,-0.027706396
NTRK3,0.29154104,0.68698543,1.072563,0.16323662,0.22647347,0.1801054,1.2625314,0.23072205,0.37557578,1.031577,-0.51086277,-1.1940717,0.069025315,-1.0822643,-0.42157498,-0.25028133
FRK,1.6377523,0.6015721,0.45800838,-1.5570037,1.4174478,0.18085362,1.1074296,1.0822952,0.5774902,0.4881935,-1.410258,0.25721896,-0.20112157,-0.39271423,-0.38458577,0.050197106
NEK1,0.5170013,-0.6238877,-0.72744834,-0.4762168,0.5950446,0.5543196,1.2827487,-0.029352894,0.10160527,0.25720957,-0.5451115,-1.5014641,-0.4516964,-1.0906291,-1.6651092,0.9215863
MERTK,0.5861654,-0.34017435,0.55895275,-0.32513577,1.282936,0.36165154,0.63914806,0.57387435,0.013083976,0.29088044,-1.3616472,0.2983378,-0.23815687,0.18292083,0.025927775,0.12654574
WNK3,0.49073395,0.8856194,-0.45134163,-0.70397747,0.9691276,1.0478319,0.9757752,0.8049475,-0.24339972,0.17083384,-0.66229105,-1.5572948,0.69701636,-0.5385565,0.07181628,-0.73678255
ADCK5,1.3331776,0.2618984,0.4879351,-1.1682628,1.2024491,-0.98105735,2.320613,0.6001035,-0.25983807,0.7754534,-0.51783377,-0.30903262,0.41954708,-0.43470073,-0.63119113,0.7725539
TBCK,0.43116316,-0.6166454,0.3093278,0.64236635,0.33494422,-0.10846626,0.8164509,0.10229677,0.014901549,0.020228205,-0.14408208,-0.23267816,0.9303105,-1.1505852,0.15118286,0.030719278
SIK3,0.3048572,-0.5356368,-0.45679286,-0.96786934,-0.18130529,0.42741627,2.1119645,0.5239253,0.21166494,0.048928022,-0.52317786,-0.44762546,0.10470828,-0.83934134,-1.3083197,0.6772844
